category,proverb
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Пакінь свае «дам» к калядам.
СЕЛЬСКАЯ ГАСПАДАРКА,"Зерне да зерня — меру набярэш. 
а) Зерне да зерня, будзе поўная мерня."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Не кладзі сабаку пальца ў рот, бо адкусіць."
ХАРЧАВАННЕ,"Латвей абысціся без мяса, як без хлеба."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Поп грабіць слаўцом, а пан бізуном."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Начлега з сабою не носяць. 
а) Начлег за сабою ніхто не носіць. 
б) Начлег з сабою ніхто не носіць, a ў людзей просіць."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Хто хоча быць борза багатым, скора страціць на тым."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Дарагая залатовачка: кала рубля ляжала.
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ","Дзе ягаднік, там i ягады."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Стань у раду, дастанеш каляду."
СЕЛЬСКАЯ ГАСПАДАРКА,Колас да коласа — сноп збярэцца.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Хто хоча сабаку ўдарыць, то кій найдзе. 
а) Як хочаш сабаку ўдарыць, то i кія знойдзеш."
ХАРЧАВАННЕ,Без кавалка хлеба — кепская бяседа.
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Не славу пяюць, а мужыка дзяруць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Ідзе ноч абнімець, там i заначуеш; няўгож людзі — тата­ ры."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Хутка забагацеў, хутка згалеў."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Рубель з гроша паходзіць. 
а) Рубель без капейкі не бывае."
"ПРЫРОДА, ЯЕ СТЫХІІ I З'ЯВЫ. ЖЫВЕЛЬНЫ I РАСЛІННЫ СВЕТ",З голага куста i ягада пуста.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Прападай ты, пане, з калядою, аддай мой мех."
СЕЛЬСКАЯ ГАСПАДАРКА,"Снапочак к снапочку, дык цэлая копка."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,Сабака сабаку i па лапках пазнае.
ХАРЧАВАННЕ,"Як не стала хлеба, дык i нож не трэба."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Добра мужык робіць, калі па спіне бізун ходзіць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,Прымі падарожнага — сам будзеш у дарозе.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Не заракайся цёнгле багатым быць, бо чы не прыдзецца пад старасць торбу насіць."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Грош грошу таварыш.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Калядкі — гаспадарскія парадкі. 
a) Насталі калядкі, гаспадарам парадкі."
СЕЛЬСКАЯ ГАСПАДАРКА,Каласок да каласка — i снапоў сцірта.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,Сабака сабаку (сабацы) брат.
ХАРЧАВАННЕ,"Наеўся? — Дай кусок хлеба, дык скажу."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Не спяшы, мужык, к пану, калі не хочаш быць драны."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,Для дарагога госця i вароты насцеж.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Адзін з сошкаю, а сямёра з ложкаю."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Грош гроша шукае.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Калі калядкі, рабі сам i парадкі."
СЕЛЬСКАЯ ГАСПАДАРКА,Мыш капы не баіцца.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Свае сабакі хоць пакусаюцца, то й паліжуцца."
ХАРЧАВАННЕ,"Пірагі пра пярод берагі, а хлеб еш."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Дзе толькі мужык з слаўцом, там за ім пуга з вузлом."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,За пастой грошай не бяруць.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Хто пацеець, а хто сыцеець."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,I дзве капейкі грошы.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Ад каляд тры разы пяць, пастушкі ў поле ляцяць. 
а) Выхавай после каляд тры пяць, то людзі ў поле ляцяць."
СЕЛЬСКАЯ ГАСПАДАРКА,"Зрадзіла жыта, хоць барану прыстаў."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,Свае сабакі грызуцца: няхай.
ХАРЧАВАННЕ,"Еш пірагі, а хлеб упярод хавай."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Мужык гол-гоп, а яго хлоп-хлоп."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"За пастой не плацяць, а дорага бяруць."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Хто будуе, хто жыве."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Капейка рубель беражэ.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,На Новы год хавай скот.
СЕЛЬСКАЯ ГАСПАДАРКА,Руні ў аруд не мераюць.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Чалавек сівее ад галавы, а сабака ад морды."
ХАРЧАВАННЕ,"Пірага шукаеш, а хлеба не цурайся."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Не рад мужык, што б'юць яго, а то яшчэ нагамі перабірае. 
а) Не рад мужык, што яго б'юць, — яшчэ й нагамі дрыгае."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,Заначую — журбы не пачую.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Багатаму лічыць, а беднаму рабіць."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Жыта любіць шчорк, а грошы — шчот."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"На Новы год ясна, будзе ў гумне цясна."
СЕЛЬСКАЯ ГАСПАДАРКА,"Якое то жніво, калі колас коласа паганяе."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Сабачая матка ніколі не звядзецца,"
ХАРЧАВАННЕ,"Абы хлеб быў, нахлебнікі будуць."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Б'юць i плакаць не вяляць (даюць). 
а) I дзяруць i б'юць i плакаць не даюць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Дзе чуюць, там начуюць. 
а) Дзе чуе, там i начуе."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Багаты беднаму не спагадае. 
а) Грашоўны беднаму не спагадае. 
б) Заможны галышу не спагадае. 
в) Сыты галоднаму не спагадаець."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Грошы лік любяць. 
а) Грошы лічбу любяць. 
б) Грошы лік робяць. 
в) Рахуба не згуба."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,Святое Васілля — людзям красілля.
СЕЛЬСКАЯ ГАСПАДАРКА,Пад рок збожжа родзіць.
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Не жартуй, кошка, з сабакаю."
ХАРЧАВАННЕ,"Калі хлебна, так i ўедна."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Як у Грыцках не абдзяруць, у Грыневічах не абкрадуць, a ў Грыцэвічах не заб'юць, то нідзе чэрці не вазьмуць."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Дзе днюю, там i начую."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Сыт голаду не разумеець. 
а) Сыты галоднага не знаець. 
б) Сыты галоднаму не верыць."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Рубель рубля робіць. 
а) Грошы грошы робяць. 
б) Грош гроша нажывае."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,На Новы рок прыбудзе дня на зайчын скок.
СЕЛЬСКАЯ ГАСПАДАРКА,"Бувала, буяла, а зараз i расці не хоча."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Жывець кошка, жывець i сабака."
ХАРЧАВАННЕ,"Калі станеш трэсца, то i хлеб больша есца."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","Чалавек не пень, не будуць біці ўвесь дзень."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,Начую да й не чую.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Здаровы хвораму не верыць, а багаты — беднаму."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Грошы ліпучае дзела.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Трэшчы не трэшчы, ужо мінулі вадахрэшчы. 
а) Трэшчы не трэшчы, прашлі вадахрэшчы — не к ражству, а к Пятру."
СЕЛЬСКАЯ ГАСПАДАРКА,"Колас ад коласа не чуе голаса. 
а) Колас ад коласа, што не чуваць чалавечага голаса."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Жыве кот i сабака, ды жытка не аднака."
ХАРЧАВАННЕ,"Калі гумно цячэ, то гаспадар з дому ўцячэ, a калі хлеб цячэ, то ён аладкі пячэ."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","I торба перавернецца, калі дубец завернецца."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Не чуеш, то галодны заначуеш."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Сыты галоднаму не раўня. 
а) Сыты галоднаму не кампаня."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,Блізкая капейка дальні руб перацягне.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,На вадохрышча чарцей з вады выганяюць.
СЕЛЬСКАЯ ГАСПАДАРКА,"Калі не намалоцім, то накалоцім."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Жыве кот i сабака, ды толькі жытка не аднака: кот на пя~ чы, сабака пад дзвярыма."
ХАРЧАВАННЕ,"Хлеб спорны, калі перапеч поўна печ."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ","За мае жыта мяне пабіта. 
а) За наша жыта нам жа пабіта. 
б) За наша жыта ды нас біць.
в) За мае жыта ды мяне ж біта.
г) За мае сіта ды мяне i біта. 
д) За маё дабро да мяне ў рабро."
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,У людзей ноч начаваць — не век векаваць.
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Сытаму гора, а галоднаму ўдвое."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,"Хто мяшка не мае, той грошы не хавае."
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"На святога Ігната зіма багата, a Ігнат грамніцам рад."
СЕЛЬСКАЯ ГАСПАДАРКА,"Не толька не малочана, але i на ток не валочана."
МАТЭРЫЯЛЬНЫ БЫТ. ГАСПАДАРЛІВАСЦЬ. СЯЛЯНСКАЯ СЯДЗІБА,"Не кот друг чалавека, а сабака, але кот просіць, каб гаспадар што зарэзаў, а сабака просіць, каб што здохла."
ХАРЧАВАННЕ,"Хлеб старанамі, а мёд астравамі."
"КАРОЛЬ, ЦАР. ПАНЫ, ПАДПАНКІ, ШЛЯХТА. ПРЫГОН, МУЖЫКІ",Маім дабром да й мне ж чалом.
СЯБРОУСТВА. ВАРОЖАСЦЬ. СУСЕДСТВА. ГАСЦІННАСЦЬ,"Дзе начаваць, там не дняваць."
БЕДНАСЦЬ. ЖАБРАЦТВА. БАГАЦТВА. САЦЫЯЛЬНА-МАЕМАСНАЯ НАРОУНАСЦЬ,"Багатыр беднаму не брат. Хто багат, той мне брат."
ГАНДАЛЬ. ГРОШЫ. ПАЗЫКІ. ДАУГІ. КАРЧМА,У анучцы грошы вядуцца.
ПОРЫ ГОДУ. НАРОДНЫ КАЛЯНДАР,"Грамніца — зімы палавіца. 
a) Грамніцы — палавіна зіміцы."
СЕЛЬСКАЯ ГАСПАДАРКА,"Мы не малочаны, а яны i на ток не валочаны."
